identity,ACTB,IFITM3,CD4,IFNG,B2M,umap_1,umap_2
CD4 Naive T,3,2,0,0,63,6.982736024025858,-1.3402168113776618
B,4,2,0,0,71,5.852754983071268,5.829825345795495
CD14 Mono,5,14,0,0,57,-7.627588358756125,8.285474244873864
CD8 T,3,1,0,0,63,2.1012569991387724,1.0283615034035272
CD4 Naive T,0,1,0,0,71,7.937117966774881,-0.33378077634062114
CD14 Mono,9,9,0,0,110,-7.513946619864523,10.34769386462484
CD4 Memory T,2,0,0,0,51,5.872595223549784,-0.643877263743537
CD4 Naive T,4,0,0,0,65,7.725983533028543,-1.1569928485938483
CD16 Mono,62,23,0,0,152,-9.57669695937258,4.082311574738366
CD4 Naive T,1,3,0,0,82,3.2905232039727568,-3.1117106039115363
CD4 Memory T,0,0,0,0,54,5.298729333046854,-0.8568872768470222
CD4 Naive T,2,1,0,0,48,6.980677041176737,-1.1108829338141852
CD4 Naive T,1,1,0,0,68,7.282117756966532,-1.6895797807761603
B,0,0,0,0,49,7.066654118660868,6.056493226807458
CD14 Mono,20,12,0,0,110,-8.153453436728537,7.847849790375573
CD14 Mono,7,7,0,0,62,-5.122769919272482,7.9950699251106805
pDC,7,6,0,0,62,0.45862964070218804,-0.9215128976890021
CD4 Memory T,4,0,0,0,47,6.077317628029764,-0.0688463818320209
CD14 Mono,14,16,0,0,155,-8.260045615073263,9.344867173951013
B Activated,5,0,0,0,100,4.839463147286356,7.22464985064779
T activated,1,1,0,0,50,2.9136301604546904,-3.039601381499427
CD14 Mono,3,11,1,0,37,-4.779537764426291,8.558384362976891
CD4 Naive T,2,0,0,0,36,9.12402668869871,-1.4546531993934089
CD8 T,0,0,0,0,59,3.754973086480081,-0.3774859268256599
CD4 Naive T,7,2,0,0,55,9.095942887429178,-0.8504895526954108
CD4 Memory T,3,1,0,0,56,7.483388814095438,-0.9335582215377265
Mk,4,0,0,0,72,3.946548375252664,-1.1524007875510627
CD4 Naive T,4,1,1,0,78,6.919721039894998,-1.1092696744986945
B,1,2,0,0,67,6.691689404610575,5.630597535889489
NK,2,4,0,0,84,-0.1432754816971421,1.9001783769539422
CD14 Mono,4,13,0,0,40,-4.72678765380007,9.353544656555993
CD14 Mono,7,13,0,0,41,-5.514293280478537,8.44585174731527
CD16 Mono,13,22,0,0,80,-9.376887884970724,3.9568199556282586
Mk,3,1,0,0,64,5.2464846698083285,-5.39888006039347
B,13,1,0,0,65,5.145721825722635,6.766736451905114
CD4 Naive T,0,0,0,0,46,9.03104630387205,-1.5790602523871833
B,1,0,0,0,71,5.236211690072,6.21249574832235
CD14 Mono,2,15,0,0,45,-4.898067561026632,8.145808641236169
CD4 Memory T,3,0,0,0,65,4.266460332039774,-0.7254008013793403
B,9,0,0,0,98,5.0951809016503695,7.084370080750329
CD14 Mono,1,10,0,0,97,-5.470069971915304,10.651411477845055
B,1,0,0,0,56,6.7248100367822055,5.688946191590173
T activated,4,0,0,0,46,3.3000985709466337,-3.0560470182486945
CD14 Mono,8,9,0,0,80,-5.7266035946570035,8.45332187823568
CD14 Mono,6,4,0,0,60,-5.286053267355978,8.875036660950524
CD4 Memory T,1,0,0,0,51,8.482254418496073,-0.7121936041900092
B,7,1,0,0,59,5.20281496918577,6.193814222138268
CD4 Naive T,2,0,0,0,54,7.422476204995096,-0.025998126346724645
NK,4,3,0,0,61,0.7293645468987823,1.7283503454140252
CD4 Naive T,3,0,0,0,38,8.145918282631815,-2.509428795058387
CD4 Naive T,4,0,0,0,75,9.209416779641092,-0.5400463003703528
CD4 Memory T,20,2,0,0,26,5.268157872322977,-0.4808140356131965
CD4 Naive T,0,3,0,0,72,6.994964512947977,-0.8969344455787116
CD14 Mono,5,16,0,0,43,-5.9237800511084195,9.577779237549645
CD14 Mono,14,15,0,0,169,-7.74334677779299,10.502972070496423
CD4 Memory T,6,0,0,0,41,7.07287112152952,-0.6952695209571296
B,3,0,0,0,69,6.09531346238035,5.735193197052819
CD4 Memory T,0,0,0,0,46,7.946455392006815,-1.175451811034339
CD14 Mono,21,16,0,0,192,-8.630422201987326,8.252280656617028
pDC,14,3,0,0,87,-2.164296475287497,-1.135693009574073
CD4 Memory T,2,2,0,0,68,6.259496602181375,-1.5561760026999885
B,10,0,0,0,71,5.245500001076639,6.963465158264977
CD14 Mono,25,21,0,0,124,-8.692434874411642,8.302722398560388
CD4 Memory T,3,1,0,0,65,6.030956181649149,-1.1067759353705817
NK,1,0,0,0,56,0.8761165467538238,0.9583272378853387
CD14 Mono,13,15,0,0,108,-8.132293310996115,9.562378351014
CD4 Memory T,4,0,0,0,36,6.851479443673075,-1.2638308364936286
B Activated,5,0,0,0,56,3.7270886031426786,8.057670060913903
CD14 Mono,4,14,0,0,24,-5.061843005057394,8.472505037110192
CD4 Naive T,3,0,0,0,62,7.9147256938256625,-0.4396724659987861
Eryth,1,13,0,0,44,-4.524752226706564,8.683759156983239
CD4 Naive T,2,2,0,0,68,9.148235711220682,-2.1969156820365363
T activated,0,0,0,0,31,0.32135352766889336,-4.0797873098441535
CD4 Memory T,3,0,0,0,90,7.6192874041833285,-0.3925466198512489
NK,6,6,0,0,47,3.8921903697289824,-0.7090419489928657
CD4 Memory T,4,1,0,0,42,7.07655182755369,-1.4236821491309577
CD4 Memory T,2,0,0,0,95,6.158671769265116,-0.7169334847518378
T activated,2,0,0,0,57,6.361328992012918,-0.35488056727136913
B,3,1,2,0,128,4.341999444130838,6.010563318055016
CD4 Memory T,1,0,0,0,85,5.6238931742944125,-2.400978620726722
CD8 T,1,1,0,0,49,3.518834742669046,-0.41472819038118663
CD14 Mono,9,23,0,0,110,-8.215944853659689,8.898259584229333
CD16 Mono,13,15,0,0,155,-8.748013106223166,6.339723054688317
CD16 Mono,12,25,1,0,125,-9.182864752646505,5.075970594208581
CD16 Mono,32,17,0,0,116,-8.939958182211935,4.485901300232751
CD14 Mono,7,18,0,0,95,-5.703704920645773,8.903419915955407
CD4 Naive T,2,0,0,0,58,7.141639622811258,-2.1704195100852424
CD14 Mono,6,17,0,0,173,-6.928700056906759,11.053475801270348
CD14 Mono,8,2,0,0,52,-5.292553511496603,9.253345910828454
CD14 Mono,3,12,0,0,106,-5.566364374991476,9.882530633728845
B Activated,6,0,0,0,72,2.6115273562707304,8.550657693665368
CD8 T,2,0,0,0,53,3.3177911368646025,-1.0679924447127753
CD4 Memory T,3,0,0,0,46,5.134798440102518,-1.569060142714637
B Activated,9,0,0,0,80,3.3959817019738554,8.106474344055993
CD4 Naive T,2,0,0,0,72,7.001675995949686,-1.8801893550940925
CD14 Mono,5,27,0,0,124,-6.808218088980734,9.611547891419274
CD14 Mono,18,22,0,0,118,-8.075223055716574,9.157845918457848
CD14 Mono,13,15,0,0,86,-6.903997984763205,9.511507455628259
T activated,2,0,0,0,42,1.9488150206841826,-3.378783758360999
CD14 Mono,4,16,0,0,59,-4.651889887686789,8.837471429627282
B,3,0,0,0,49,5.4805449572839144,6.292262021820886
CD8 T,9,2,0,0,69,2.0347005454339384,0.6042493622711724
NK,1,4,0,0,83,1.8658851710595488,1.1617224853447503
CD14 Mono,2,1,0,0,34,-4.7792955311499234,-9.87337547131266
CD4 Memory T,2,1,0,0,58,4.624032887581766,-0.2221681583711082
CD14 Mono,9,9,0,0,71,-4.896600809928,8.909456674378259
T activated,1,0,0,0,43,3.9241265383996367,-2.436968143660682
CD4 Memory T,1,0,0,0,63,8.457338723305643,-0.024746913094180242
CD4 Naive T,1,2,0,0,71,6.876086148384989,-0.47128375955309215
CD16 Mono,9,14,0,0,71,-8.683971968527853,3.5624710958412713
CD14 Mono,7,10,0,0,213,-7.839038935538351,9.73157066516195
CD16 Mono,15,16,0,0,93,-9.546784010764181,3.5500833433083123
CD8 T,7,0,0,0,53,4.213472756508768,-0.46500712223734203
CD4 Naive T,6,1,0,0,39,8.192044648293436,-3.6045270521232062
NK,1,7,0,0,44,2.418525847557962,0.20715934447560963
CD4 Naive T,0,1,0,0,59,9.068283471230448,-0.4523915905543739
CD4 Naive T,4,0,0,0,56,8.913556489113748,-2.313630397994178
CD4 Naive T,0,0,0,0,84,9.843452843789041,-3.3422058183738166
CD14 Mono,8,9,0,0,67,-5.961600867148459,8.847624246399743
T activated,2,0,0,0,73,4.06290903962034,-2.929172332961219
CD4 Naive T,1,0,0,0,69,7.827518376473368,-1.1545843441077643
CD14 Mono,10,19,0,0,86,-6.118491736289084,8.051468316834313
NK,3,0,0,0,60,-0.07561496743184327,0.7773980539253778
Eryth,2,0,0,0,86,6.746096047524393,-1.1058021146842414
CD4 Naive T,1,4,0,0,48,8.391316804055155,-1.5703028995582038
T activated,0,0,0,0,26,2.4924549189843535,-3.3356230814048224
CD4 Memory T,12,0,0,0,62,5.588400277260721,-0.2703432995864326
CD4 Naive T,1,0,0,0,40,9.636677178505838,-2.813113744933265
CD4 Naive T,3,0,0,0,42,6.924797448281229,-0.7284074384757453
CD4 Memory T,1,0,0,0,78,7.217850121621073,-0.5125009972640449
CD4 Naive T,2,0,0,0,43,7.843045624855936,6.903823426788885e-4
CD4 Memory T,4,5,0,0,77,5.001353177193582,-2.46956139393534
CD14 Mono,12,22,0,0,81,-7.124408808585226,8.737903062622888
CD14 Mono,1,10,0,0,75,-6.016252127524435,10.546950761597497
CD4 Naive T,1,0,0,0,42,9.40456524765867,-1.079793568331855
CD14 Mono,5,15,0,0,58,-5.73323353850466,8.102570955078942
T activated,1,0,0,0,24,5.140000256661356,-2.1575537283011847
CD4 Memory T,1,2,0,0,66,7.270508679512918,-1.1757877428122931
CD4 Naive T,3,0,0,0,66,6.786075505379618,-1.7602642137595588
CD4 Naive T,2,0,0,0,66,8.316536339882791,-1.3772055465766364
CD4 Memory T,1,0,0,0,74,5.768576535347879,-0.2960201609918052
CD4 Naive T,1,3,0,0,66,7.161299142006815,-0.9810456592627936
CD16 Mono,15,18,1,0,109,-8.169471350546896,5.653819028656823
B,3,0,0,0,81,5.445485982064188,5.922919217865807
CD14 Mono,2,17,1,0,49,-6.226827708121359,8.79073757342611
CD14 Mono,18,16,0,0,106,-8.741432753439963,6.428008024018151
B Activated,0,2,0,0,69,3.36355486786741,8.637615625183923
CD4 Naive T,0,1,0,0,53,8.423447045449198,-1.7929083664008552
CD14 Mono,1,9,0,0,23,-4.975640383597433,8.661851350586755
CD14 Mono,5,14,0,0,63,-5.863883581992209,9.20742744616781
DC,36,23,0,0,191,-6.560531226035177,5.8662833612373895
B Activated,4,0,0,0,55,4.7469328967370394,8.125968400757653
CD8 T,1,0,0,0,65,1.4372600642480253,1.4228599708489007
CD14 Mono,1,15,0,0,89,-5.950187292929709,7.832673494141442
CD4 Naive T,3,1,0,0,55,9.42424240982908,-1.499469931800025
CD4 Naive T,3,1,0,0,101,7.652204903725565,-0.6468003947326117
CD4 Naive T,3,0,0,0,64,8.747793587807596,-0.19924756475176159
CD8 T,0,0,0,0,79,5.027407082680643,-0.4866172630378181
CD4 Memory T,1,0,0,0,47,5.3313001719750766,-1.2759841043540412
CD14 Mono,6,8,0,0,41,-5.639491167899191,8.866218034546716
CD8 T,0,0,0,1,73,2.412248524788797,-2.527669008452552
CD14 Mono,5,19,0,0,65,-5.518988219138205,8.911829416077477
CD4 Memory T,0,0,0,0,76,4.940701874855936,-1.6445127088614875
CD14 Mono,2,16,0,0,89,-5.210352030631125,8.952416841309411
CD4 Naive T,1,0,0,0,32,6.23063364899534,-0.904322262484687
CD14 Mono,4,9,0,0,64,-5.269476977225363,8.711844865601403
CD4 Naive T,1,2,0,0,68,8.172789010170877,-1.6707863170691901
CD8 T,8,0,0,0,86,3.100366505745828,-0.11276217699434103
CD4 Memory T,15,0,0,0,44,7.434600743416727,-2.917076166350501
CD14 Mono,8,14,0,0,133,-7.676210490103781,9.751671258728845
CD8 T,7,1,0,0,130,3.223497542504251,0.042374421279770716
CD14 Mono,16,22,0,0,84,-7.395378676291525,10.538301889222009
NK,3,9,0,0,60,1.368530305985391,1.516256396096093
pDC,3,1,0,0,125,-1.8949904116354586,-1.0422823388167792
B Activated,5,1,0,0,89,2.7434479323663115,8.7414612214974
CD16 Mono,5,9,0,0,107,-9.044774618979513,3.5580748956612176
CD14 Mono,27,14,0,0,93,-7.1580844792090055,10.665927354615075
CD14 Mono,10,6,0,0,56,-5.8501292141638395,8.121347848694665
CD14 Mono,19,12,0,0,108,-8.579388228293478,9.59056610278402
T activated,5,1,0,0,71,1.6486006108559965,-3.4206684190818244
CD4 Naive T,3,2,0,0,103,8.771804246071756,-2.0688368637153083
CD14 Mono,7,21,0,0,71,-5.906909552451193,10.27640480212484
CD4 Memory T,2,5,0,0,78,5.307488354805887,-1.2267121631690436
CD8 T,9,0,0,0,90,2.635287436608255,0.24191284589086232
CD8 T,1,1,0,0,56,6.088901433113993,-0.2987661320754463
CD14 Mono,11,18,0,0,94,-7.1347385319433805,9.815254632752282
CD4 Naive T,1,0,0,0,35,9.288079651955545,-1.0564910132476264
CD4 Naive T,1,0,0,0,94,7.006382855538309,-1.909413631636756
CD14 Mono,6,29,0,0,136,-6.0568834217749234,10.013768617432458
CD14 Mono,5,17,0,0,93,-5.7297187718115445,8.709948007386071
CD4 Memory T,1,1,0,0,97,6.464964303139627,-0.2577327597924644
CD16 Mono,14,17,1,0,105,-9.325769987937033,3.7573470514229363
CD14 Mono,9,16,0,0,120,-7.422924605246603,9.33832401446615
CD4 Memory T,0,0,0,0,66,6.704010876778543,-0.22497298904146495
CD4 Memory T,0,1,0,0,65,7.548907670144022,-1.0780303437301093
CD4 Naive T,0,0,0,0,52,9.46943512833494,-3.129581506926673
CD8 T,22,0,0,0,84,-0.051732634242594236,1.2198912542275018
CD14 Mono,6,19,0,0,167,-7.751901713248312,10.4591125886849
CD4 Memory T,1,0,0,0,82,6.612680825356424,0.21418190411840138
NK,2,0,0,0,70,-0.18852758133035896,1.7869177501610345
CD14 Mono,17,17,0,0,159,-7.7244249256811734,6.844280664246423
CD16 Mono,14,7,0,0,111,-9.121540633078634,4.351688329499108
CD4 Naive T,3,1,0,0,72,8.496990594033182,-0.045702144134896414
CD14 Mono,10,18,0,0,79,-7.088512984152853,7.986803476136071
CD14 Mono,19,21,0,0,85,-5.852162924643576,11.243648950379235
CD14 Mono,19,12,0,0,74,-7.652946081992209,8.924460832398278
CD14 Mono,15,24,0,0,121,-6.480556574698507,7.5372523706368035
NK,5,0,0,0,57,0.450975569848001,0.793320481102807
CD16 Mono,14,16,0,0,133,-8.59773024642092,6.440656606476647
CD4 Naive T,0,0,0,0,24,7.689502152565897,-0.2191115502306396
CD4 Naive T,3,5,0,0,62,9.178642663124979,-3.0864353735038215
CD14 Mono,5,13,0,0,108,-7.211592284079611,8.553739969055993
CD4 Naive T,0,0,0,0,35,9.056207093361795,-0.5802360732146674
CD4 Naive T,1,0,0,0,48,7.994878205422342,-1.053898986060279
CD8 T,5,0,0,0,83,2.0363771048821806,1.1432486217430657
CD14 Mono,7,13,0,0,105,-7.876690951224386,8.336825792115075
CD14 Mono,18,31,0,0,127,-8.10536202513796,8.50707287005697
CD4 Naive T,7,0,0,0,43,9.60588303482908,-3.081772621352332
CD4 Naive T,2,0,0,0,61,7.4955290881432894,-1.5975692827292853
B,2,2,0,0,50,5.462336930397928,6.023310128968102
NK,1,3,0,0,66,1.4864669171609282,1.5090968053749627
CD16 Mono,11,23,0,0,90,-9.412823286887228,4.272101823609216
CD14 Mono,12,19,0,0,166,-7.394940462943136,10.735228959839684
CD8 T,4,0,0,0,56,4.5318779078759555,-0.6322361785956794
CD14 Mono,6,9,0,0,81,-6.516723719473898,9.476188127320153
CD14 Mono,4,22,1,0,56,-5.2972117336950895,8.701162759583337
CD4 Memory T,2,1,0,0,62,6.795274170998514,-0.8095068294593268
CD4 Naive T,2,2,0,0,60,9.52161732590574,-2.622825201232093
CD14 Mono,12,24,0,0,105,-8.57229956709963,8.485971872132165
CD14 Mono,9,12,0,0,110,-7.155857649680197,8.334680978577477
CD4 Naive T,4,3,0,0,45,9.18215313828367,-2.9837301332541877
Mk,9,0,0,0,36,4.320416840676248,-4.223944242674964
CD4 Naive T,0,0,0,0,52,8.522416504982889,-3.81964045353617
CD4 Memory T,4,0,0,0,47,4.8901027766503695,-1.1834979612418586
CD14 Mono,12,14,0,0,106,-8.212909308310568,9.241836015503747
CD16 Mono,38,20,0,0,94,-8.837398138876974,6.498126928131921
T activated,5,0,0,0,40,5.040318879250467,-2.577955301482337
CD4 Memory T,0,0,0,0,57,5.9575251666345,-0.5969706136771613
CD14 Mono,6,9,0,0,72,-5.670007792349875,8.088848535340173
CD16 Mono,16,20,0,0,94,-8.607616988059103,4.934737149994714
CD4 Naive T,2,4,0,0,45,8.448958787087381,-1.0410318929740363
CD4 Naive T,2,0,0,0,30,8.5239051905908,0.058852631967408045
CD16 Mono,8,14,0,0,103,-9.518678274985373,3.1602456014565057
Mk,15,11,0,0,108,-8.724990454550802,9.042133752625329
CD14 Mono,12,4,0,0,38,-6.509376612540304,7.96802086047445
B,12,1,0,0,64,6.016640099648416,6.734666768830163
CD4 Naive T,0,0,0,0,73,9.036689194802225,-2.8900294859000617
B,2,0,0,0,63,5.253042134407938,6.030417863648278
CD4 Memory T,6,0,0,0,67,4.76123896515745,-1.0068674642630988
CD14 Mono,13,6,0,0,67,-6.24511679732424,9.72457546405111
NK,0,0,0,0,58,1.155610474709451,1.6686870496681756
CD4 Naive T,1,5,0,0,39,7.465092572335184,0.1360573064497536
Mk,11,0,0,0,92,4.684432419899881,-5.905537660796302
CD4 Memory T,1,0,0,0,63,5.446909817818582,-0.9833244044372016
CD4 Memory T,1,1,0,0,39,5.9868129817284945,-0.7527207095214301
CD14 Mono,5,18,0,0,67,-6.057793703909933,9.073987428467614
CD14 Mono,6,28,0,0,102,-6.203723517294943,9.491645280640466
CD8 T,1,0,0,0,41,2.998160990837991,0.6159463565758294
CD4 Naive T,2,0,0,0,74,6.827056321267069,-1.4747711975165778
CD4 Naive T,1,0,0,0,76,9.445124062661112,-1.2281727153846198
CD8 T,8,1,0,0,90,0.014956134323060519,0.950643364708764
B Activated,3,2,0,0,59,5.001770886544168,6.993840162079675
CD14 Mono,14,13,0,0,142,-7.955955592032492,8.471724931519372
B Activated,1,0,0,0,40,6.005424889687479,8.31767791919027
Eryth,8,19,0,0,95,-6.940555659171164,9.895990793030602
CD14 Mono,11,17,0,0,104,-6.286256399985373,9.336926881592614
CD4 Memory T,0,2,0,0,70,6.599414261940897,0.05254662446294485
CD14 Mono,5,10,0,0,64,-5.5188351544104215,10.76649326495443
CD4 Memory T,1,1,0,0,73,7.042031678322733,0.2875555198601311
CD4 Naive T,2,0,0,0,98,7.30004921830076,0.12372768334661184
CD4 Memory T,2,0,0,0,44,5.576950463417948,-2.792646463591712
CD14 Mono,14,15,0,0,112,-7.547846403952658,8.276685182373864
DC,15,18,0,0,156,-6.209553805228293,5.397381727021081
CD14 Mono,12,19,0,0,130,-7.027430144187033,8.32357448748861
CD4 Memory T,1,0,0,0,75,8.94828263199705,-0.4208976585456306
CD8 T,1,1,0,0,115,3.654584321144998,-0.33014890142168346
CD4 Memory T,3,0,0,0,57,7.283665570382059,-0.45347624607767406
B,10,1,0,0,63,6.065844926003397,6.609522764008386
CD4 Naive T,1,3,0,0,88,9.505424889687479,-2.722540434081214
CD4 Naive T,2,1,0,0,42,6.973049077156961,-0.9868140775748664
CD4 Memory T,4,0,0,0,58,4.224521073464334,-1.1996683437415534
CD14 Mono,24,13,0,0,131,-7.871528712149679,7.969895784180505
CD14 Mono,12,24,0,0,94,-6.807491389151632,8.035797540467126
CD4 Memory T,4,0,0,0,52,6.76988736069578,-0.8759250599929267
CD14 Mono,5,15,0,0,86,-5.809545126792013,8.370850984375817
B,4,0,0,0,60,5.8531436053552035,5.971041147034509
CD16 Mono,9,21,0,0,94,-8.49272593581301,5.205164377014977
CD14 Mono,5,12,0,0,42,-5.598011103507101,10.120444719117028
CD4 Naive T,0,0,0,0,49,9.34501114762205,-1.5167955715247565
CD16 Mono,9,12,0,0,82,-8.499239531394064,4.380828325074059
CD14 Mono,10,19,0,0,80,-8.303078261252463,8.239073221009118
NK,0,2,0,0,77,1.855725678566873,0.882863823693139
CD14 Mono,14,11,0,0,103,-6.461215105887472,8.037159387390954
CD14 Mono,0,12,0,0,73,-5.280537215109884,10.632610742371423
NK,5,2,0,21,49,0.41697243130582573,1.5918805044106072
CD16 Mono,12,17,0,0,154,-9.266600218649923,4.68088764361654
CD4 Naive T,3,1,0,0,48,7.989704522255838,0.05627476088319479
CD14 Mono,2,28,0,0,120,-7.317513552542746,10.301837388794763
CD16 Mono,29,14,0,0,174,-8.820687857504904,7.30997175387655
CD16 Mono,9,25,0,0,112,-9.393897620078146,4.781472150605065
NK,2,5,0,0,66,0.14012497938054802,2.169032756607873
CD4 Naive T,1,0,0,0,62,7.340585145119608,-1.1238426525184089
CD4 Memory T,1,0,0,0,61,7.940514001015604,0.03918336741243063
CD14 Mono,11,23,0,0,59,-8.158062544699728,8.67174286059652
CD4 Naive T,1,0,0,0,39,9.24836293137449,-2.3459594804831916
T activated,1,0,0,0,25,5.010206135872782,-2.1636937219687873
CD8 T,4,0,0,0,78,6.220968636635721,-0.8925257880278998
CD4 Naive T,3,0,0,0,70,8.783217820290506,-0.2188553173133308
CD14 Mono,5,15,0,0,123,-6.580253687735617,10.871624414246423
CD14 Mono,5,23,0,0,90,-5.801975336905539,10.516664926331384
CD4 Naive T,3,0,0,0,68,8.197251710061014,-0.3670179802962715
B Activated,3,0,0,0,80,2.699802073601663,8.205563966553552
CD4 Naive T,3,0,0,0,78,7.391955289009989,-0.9678836423942023
B,1,1,0,0,68,6.0842155543603305,6.005592290680749
CD14 Mono,6,11,0,0,49,-5.52226409041506,8.151111070435388
CD14 Mono,22,6,0,0,82,-8.682156172629416,8.216546479981286
CD4 Naive T,1,0,0,0,36,8.393639001015604,-0.4839380342551643
CD14 Mono,17,11,0,0,71,-7.553244677420675,8.6166996400765
CD16 Mono,36,30,0,0,133,-8.790016737814963,5.835717622559411
CD4 Memory T,2,0,0,0,55,7.2716263858117465,0.4488745968750542
CD8 T,4,4,0,0,145,-0.26312561058622597,1.2930410545281
CD8 T,2,0,0,0,55,3.4695359793938993,0.14688103310380635
CD4 Naive T,2,0,0,0,95,6.398110303048075,-0.6877177316733771
CD8 T,3,0,0,0,65,4.925609025124491,-0.7522826749869758
DC,29,24,0,0,207,-7.571851817008078,6.965861264984948
CD14 Mono,11,10,0,0,44,-6.680447188254416,9.534844819825036
B Activated,1,1,0,0,56,4.2584990588464144,7.39262909106527
CD14 Mono,19,15,0,0,84,-7.240072337027609,8.113060418885095
T activated,1,0,0,0,27,7.6464857188500766,-0.5209998745509559
Mk,2,0,0,0,48,4.458539399269998,-6.238666113097327
CD4 Naive T,1,0,0,0,52,7.948885354165018,-0.5197542864867621
CD14 Mono,10,12,0,0,100,-7.353125658865988,9.690671388428552
CD4 Memory T,1,0,0,0,74,6.182761105660379,0.11153772882733999
T activated,1,0,0,0,76,0.0981766608991027,-3.768342788893836
B Activated,3,3,0,0,88,3.030140313271463,8.205943528931481
CD16 Mono,7,18,0,0,152,-9.33670386397463,4.407861177246911
DC,23,13,0,0,183,-7.342094508048117,7.037884179871423
B,0,0,0,0,52,6.449201020363748,5.798778001587731
CD14 Mono,23,15,0,0,143,-7.195660677786886,7.194998208802087
CD14 Mono,7,12,0,0,71,-6.661038962241232,8.135439340393884
B,0,3,0,0,42,6.279683980111063,6.2876443307808465
CD14 Mono,27,11,0,0,111,-6.067269888754904,11.169028703492028
CD4 Naive T,1,0,0,0,47,8.494034203652323,-0.22277737744535747
CD4 Memory T,0,2,0,0,56,6.295694264534891,-2.877360876280921
CD14 Mono,0,22,0,0,107,-4.976874915000021,9.538793985169274
CD16 Mono,10,26,1,0,191,-8.547035780783713,5.849605504792077
CD14 Mono,10,22,0,0,85,-7.0281759175024625,10.51876491717611
DC,17,12,0,0,208,-5.751094427939474,4.4777922075203485
CD4 Naive T,1,0,0,0,59,9.696011933449686,-2.8187118131705695
T activated,0,0,0,0,26,7.276914509896219,-1.534200008589881
CD4 Naive T,1,1,0,0,89,8.554500016335428,-0.29446510561193767
CD4 Naive T,0,1,0,0,44,8.681106003884256,-0.01136227287735285
DC,18,12,0,0,176,-6.034507361289084,5.054262105744225
CD4 Naive T,2,0,0,0,50,8.471149834755838,0.1737652163914269
B,9,0,0,0,73,5.5294813243188266,6.955681745331628
CD4 Memory T,0,0,0,0,87,5.8695267764367465,-0.14280875735368076
NK,4,7,0,0,83,1.0842005339898466,0.800914291661126
CD16 Mono,8,14,0,0,93,-8.356463042136252,5.380236093323571
NK,1,0,0,0,78,-0.2289315583668351,1.7206929366997308
CD14 Mono,2,12,0,0,51,-4.7509895237646695,8.34055561236654
CD14 Mono,16,16,0,0,86,-5.766303625937521,7.881131116669518
CD16 Mono,11,15,0,0,88,-9.338668433066427,3.903522912781579
CD4 Memory T,0,1,0,0,39,5.579229745034159,-1.031521614272254
Eryth,6,1,0,0,57,6.957380208138407,6.295963231842858
CD4 Naive T,1,0,0,0,71,8.013500603798807,-0.371524091441291
CD4 Memory T,1,0,0,0,34,5.1653641787804965,-1.5052207071372443
CD14 Mono,54,27,0,0,128,-8.498886671896994,8.03756374530111
CD4 Naive T,1,1,0,0,61,8.51861897385496,0.5042858760765618
CD14 Mono,5,26,0,0,114,-6.475722876425802,10.278715554993493
DC,34,20,0,0,159,-6.94617709242922,6.392398778717858
CD4 Naive T,2,0,0,0,58,7.249765786293924,-0.5729085464068824
NK,6,3,0,0,68,0.13363600051778557,1.2979014556816644
Mk,4,1,0,0,58,5.431711587075174,-5.1755748350211555
CD16 Mono,12,12,0,0,151,-8.91295012557131,5.689260904114587
CD8 T,0,0,0,0,64,2.764013680581033,0.5594058077744073
CD4 Naive T,2,0,0,0,37,7.918354424599588,-0.11603019163395704
CD14 Mono,4,11,0,0,114,-6.36412200057131,10.986038629334313
CD4 Naive T,1,1,0,0,79,8.14513150132078,-0.6428075987883979
T activated,4,0,0,0,64,4.4902285662927035,-3.146537359435218
B,2,0,0,0,76,6.559638413552225,7.6828846376350945
CD14 Mono,15,14,0,0,69,-5.469714728232443,7.806124154847009
CD8 T,0,0,0,0,79,4.277264985207498,-0.36172201820101085
B,1,1,0,0,66,6.1989125338830355,6.32555145434652
CD14 Mono,5,23,0,0,127,-7.348390665885031,7.752545301239831
CD14 Mono,5,11,0,0,39,-5.970329371329367,7.774134580414636
CD14 Mono,10,13,0,0,96,-6.605129328604757,7.6131214540413445
DC,67,29,0,0,157,-6.938269701834738,6.217349950592858
CD14 Mono,14,17,0,0,88,-7.4024282368384,7.631342832367761
CD14 Mono,3,24,0,0,137,-6.58361777388674,7.387812082093102
CD14 Mono,5,8,0,0,62,-6.4510179432592984,9.513623658936364
CD14 Mono,1,12,0,0,46,-4.572751608725607,9.193536226075036
CD14 Mono,9,3,0,0,53,-5.047587958212912,8.004126016419274
CD4 Memory T,1,0,0,0,91,7.787017735604227,-1.5244147140571052
CD14 Mono,10,19,0,0,154,-8.018156615134298,8.737635080139977
CD14 Mono,3,19,0,0,94,-7.421747294303,9.976717416565759
B,7,2,0,0,59,6.715885552529276,7.436698858063561
CD8 T,8,0,0,0,81,1.4440389004983305,1.5533900897911614
CD14 Mono,14,19,0,0,64,-6.855962363120138,8.111812059204919
B Activated,1,0,0,0,39,5.1745266047753695,7.9513687532356805
CD4 Memory T,3,0,0,0,42,6.113132866982401,-0.8762509185859138
CD4 Memory T,0,0,0,0,66,4.235386761788309,-0.628584798056739
CD4 Naive T,3,3,0,0,67,9.742314728859842,-3.3971088487693244
CD4 Naive T,0,1,0,0,59,9.622804078225077,-3.4916759092399055
B,9,0,0,0,69,6.472759637001932,5.850803319733483
